dept_no,emp_no,last_name,first_name,dept_name
d001,20098,Lanphier,Domenick,Marketing
d001,20100,Heuter,Utz,Marketing
d001,20145,Erni,Maia,Marketing
d001,20170,Himler,Emdad,Marketing
d001,20175,Schueller,Charlene,Marketing
d001,20181,Wegerle,Thodoros,Marketing
d001,20184,Schoegge,Chenyi,Marketing
d001,20209,Jahnichen,Raimond,Marketing
d001,20222,Rettelbach,Baziley,Marketing
d001,20237,Denos,Chaosheng,Marketing
d001,20252,Negoita,Uno,Marketing
d001,20286,Bernick,Shridhar,Marketing
d001,20299,Fortenbacher,Chaitali,Marketing
d001,20303,Suomi,Berto,Marketing
d001,20305,Birnbaum,Gou,Marketing
d001,20315,Kornyak,Clyde,Marketing
d001,20342,Fontet,Gritta,Marketing
d001,20345,Selenyi,Junsik,Marketing
d001,20378,Schwabacher,Giao,Marketing
d001,20412,Sidje,Yucai,Marketing
d001,20453,Marquardt,TRUE,Marketing
d001,20459,Kirkerud,Stafford,Marketing
d001,20478,Kruskal,Oksana,Marketing
d001,20485,Adachi,Fen,Marketing
d001,20511,Bade,Shuky,Marketing
d001,20514,Peha,Sajjan,Marketing
d001,20519,Schnelling,Kellie,Marketing
d001,20523,Haraldson,Fay,Marketing
d001,20527,Birrer,Gina,Marketing
d001,20566,Vakili,Aloke,Marketing
d001,20573,Leivant,Wanqing,Marketing
d001,20594,Bazelow,Zhongwei,Marketing
d001,20607,Badache,Mana,Marketing
d001,20639,Suomi,Rosalyn,Marketing
d001,20661,Dayang,Ronnie,Marketing
d001,20674,Avouris,Maria,Marketing
d001,20694,Bierbaum,Martine,Marketing
d001,20721,Iisaku,Tru,Marketing
d001,20744,Ushiama,Kwangsub,Marketing
d001,20747,Erol,Kotesh,Marketing
d001,20750,Marshall,Stabislas,Marketing
d001,20751,Zyda,Nitsan,Marketing
d001,20758,Decleir,Branimir,Marketing
d001,20760,Curless,Tsz,Marketing
d001,20771,Middleton,Sanjit,Marketing
d001,20782,Sidou,Youngkon,Marketing
d001,20819,Ritcey,Mary,Marketing
d001,20823,Impagliazzo,Sham,Marketing
d001,20850,Delgrange,Gonzalo,Marketing
d001,20861,Morris,Nadjib,Marketing
d001,20879,Burnard,Ortrud,Marketing
d001,20882,Ibel,Uwe,Marketing
d001,20883,Kleiser,Dipankar,Marketing
d001,20886,Schaad,Keung,Marketing
d001,20889,Sidhu,Elzbieta,Marketing
d001,20892,Junot,Ymte,Marketing
d001,20918,Sullins,Annemarie,Marketing
d001,20926,Serot,Zvonko,Marketing
d001,20938,Baez,Tuval,Marketing
d001,20974,Yavatkar,Hisao,Marketing
d001,20977,Lundstrom,Moon,Marketing
d001,20984,Iivonen,Boutros,Marketing
d001,21033,Oxenboll,Gor,Marketing
d001,21053,Jakobus,Selwyn,Marketing
d001,21060,Serra,Leah,Marketing
d001,21062,Kinley,Mani,Marketing
d001,21083,Penz,Shahid,Marketing
d001,21087,Matzel,Eben,Marketing
d001,21098,Cummings,Guenter,Marketing
d001,21106,Heusch,Haldun,Marketing
d001,21117,Chiodo,Yongmao,Marketing
d001,21125,Asrin,Lucian,Marketing
d001,21133,Brizzi,Carrsten,Marketing
d001,21152,Montemayor,Mircea,Marketing
d001,21163,Ghelli,Amabile,Marketing
d001,21209,Saoudi,Danny,Marketing
d001,21237,Matzen,Padma,Marketing
d001,21253,Jakobus,Ult,Marketing
d001,21266,Ozeki,Vitali,Marketing
d001,21275,Suppi,Waiman,Marketing
d001,21280,Ozeri,Mohamadou,Marketing
d001,21292,Lukaszewicz,Udaiprakash,Marketing
d001,21297,Birjandi,Temple,Marketing
d001,21311,Smailagic,Niclas,Marketing
d001,21330,Kroon,Bilhanan,Marketing
d001,21339,Roccetti,Juyoung,Marketing
d001,21367,Rande,Kannan,Marketing
d001,21372,Felder,Dung,Marketing
d001,21395,Spelt,Gaurav,Marketing
d001,21508,Poupard,Theirry,Marketing
d001,21515,Sommer,Yuuichi,Marketing
d001,21517,Jervis,Etsuo,Marketing
d001,21546,Lanteri,Yongmin,Marketing
d001,21551,Harllee,Zine,Marketing
d001,21558,Doering,Chrisa,Marketing
d001,21559,Lemarechal,Deborah,Marketing
d001,21560,Dechter,Kyoichi,Marketing
d001,21582,Keustermans,Jamaludin,Marketing
d001,21598,Vernadat,Yunming,Marketing
d001,21610,Spelt,Dinkar,Marketing
d001,21616,Badr,Moie,Marketing
d001,21619,Morton,Siamak,Marketing
d001,21624,Iacovou,Teunis,Marketing
d001,21627,Spell,Sigeru,Marketing
d001,21633,Wendorf,Morris,Marketing
d001,21634,Narahara,Vojin,Marketing
d001,21637,Luby,Yefim,Marketing
d001,21671,Emmerich,Ramya,Marketing
d001,21684,Oaver,Takanari,Marketing
d001,21688,Thombley,Charmane,Marketing
d001,21693,Schurmann,Palash,Marketing
d001,21710,Gimarc,Kolar,Marketing
d001,21722,Nilsson,Otilia,Marketing
d001,21757,Merey,Kiyomitsu,Marketing
d001,21765,Junot,Guangming,Marketing
d001,21787,DasSarma,Cristinel,Marketing
d001,21793,Perng,Angus,Marketing
d001,21794,Simmen,Margo,Marketing
d001,21800,Massonet,Zengping,Marketing
d001,21827,Vesna,Goa,Marketing
d001,21851,Budinsky,Falguni,Marketing
d001,21860,Detkin,Sudharsan,Marketing
d001,21869,Krone,Eberhardt,Marketing
d001,21878,Apsitis,Demin,Marketing
d001,21883,Taneja,Uri,Marketing
d001,21897,Kavanagh,Sampalli,Marketing
d001,21912,Mayerwieser,Bedrich,Marketing
d001,21930,Rajaraman,George,Marketing
d001,21937,Zeidenstein,Niteen,Marketing
d001,21960,Dymetman,Remzi,Marketing
d001,21962,Gniady,Susumu,Marketing
d001,21970,Esteva,Subbu,Marketing
d001,21983,Ohori,Jackson,Marketing
d001,21996,McAlpine,Lalit,Marketing
d001,22004,Encarnacion,Chanjung,Marketing
d001,22009,Valette,Leaf,Marketing
d001,22022,Fiutem,Isaac,Marketing
d001,22030,Hockney,Lokesh,Marketing
d001,22032,Feinberg,Basim,Marketing
d001,22077,Perz,Sverrir,Marketing
d001,22086,Erie,Barton,Marketing
d001,22094,Terwilliger,Hirochika,Marketing
d001,22100,Spataro,Vishwani,Marketing
d001,22120,Waleschkowski,Danai,Marketing
d001,22130,Siksek,Dante,Marketing
d001,22135,Nyrup,Guiseppe,Marketing
d001,22153,Badache,Amalendu,Marketing
d001,22183,Luca,Licheng,Marketing
d001,22186,Baaz,Duangkaew,Marketing
d001,22200,Bahk,Adit,Marketing
d001,22217,Sigstam,Gennadi,Marketing
d001,22219,Camarinopoulos,Jaroslava,Marketing
d001,22235,Stellhorn,Fatemeh,Marketing
d001,22237,Fairtlough,Armond,Marketing
d001,22243,Neiman,Hidefumi,Marketing
d001,22260,Danecki,Shahaf,Marketing
d001,22278,Kermarrec,Paris,Marketing
d001,22294,Picci,Gou,Marketing
d001,22301,Sadowsky,Margareta,Marketing
d001,22312,Litvinov,Zeydy,Marketing
d001,22317,Granlund,Heather,Marketing
d001,22334,Sluis,Heejo,Marketing
d001,22355,Jiafu,Naftali,Marketing
d001,22376,Plumb,Mandell,Marketing
d001,22397,Roccetti,Alois,Marketing
d001,22455,Unno,Barry,Marketing
d001,22464,Skrikant,Ingemar,Marketing
d001,22472,Pfau,Yuguang,Marketing
d001,22475,Kavvadias,Gay,Marketing
d001,22480,Mikschl,Boaz,Marketing
d001,22508,Lienhardt,Basem,Marketing
d001,22516,Barreiro,Aemilian,Marketing
d001,22530,Bazelow,Tetsurou,Marketing
d001,22534,Panienski,Leon,Marketing
d001,22548,Babu,Marsja,Marketing
d001,22561,Sevcikova,Gritta,Marketing
d001,22562,Atchley,Dharmaraja,Marketing
d001,22585,Sidje,Shirish,Marketing
d001,22611,Kornyak,Tooru,Marketing
d001,22612,Zhang,Dharmaraja,Marketing
d001,22616,Suwa,Jianwen,Marketing
d001,22618,Scallan,Bodh,Marketing
d001,22687,Piancastelli,Khalil,Marketing
d001,22688,Ebeling,Sham,Marketing
d001,22693,Valiente,Emran,Marketing
d001,22710,Vingron,Yuchang,Marketing
d001,22722,Pietrzykowski,Chenye,Marketing
d001,22726,Shanbhogue,Steve,Marketing
d001,22738,Kirkerud,Selwyn,Marketing
d001,22746,Sullins,Kwee,Marketing
d001,22752,Onuegbe,Filipe,Marketing
d001,22756,Speel,Moon,Marketing
d001,22762,Bazelow,Masali,Marketing
d001,22767,Esteva,Elrique,Marketing
d001,22776,Whitcomb,Ekawit,Marketing
d001,22795,Willoner,Patricia,Marketing
d001,22799,Soicher,Khedija,Marketing
d001,22812,Kemmerer,Weiru,Marketing
d001,22820,Chandrasekhar,Danny,Marketing
d001,22821,Birrer,Masadi,Marketing
d001,22827,Keirsey,Padma,Marketing
d001,22835,Gulik,Hilary,Marketing
d001,22876,Godskesen,Make,Marketing
d001,22877,Mukaidono,Ashish,Marketing
d001,22884,Terekhov,Arto,Marketing
d001,22909,Dalphin,Isaac,Marketing
d001,22936,Bonifati,Irene,Marketing
d001,22948,Eickenmeyer,Uma,Marketing
d001,22949,Narlikar,Yaghout,Marketing
d001,22963,Piveteau,Eben,Marketing
d001,22978,Khalil,Charmane,Marketing
d001,22992,Wissmann,Jahangir,Marketing
d001,23067,Scharstein,Bernice,Marketing
d001,23071,Azumi,Bodo,Marketing
d001,23087,Bernini,Nectarios,Marketing
d001,23091,Reghbati,Mads,Marketing
d001,23113,Takanami,Martine,Marketing
d001,23114,Taubenfeld,Suzette,Marketing
d001,23122,Parascandalo,Yahiko,Marketing
d001,23124,Sevcikova,Dmitry,Marketing
d001,23125,Wossner,Przemyslawa,Marketing
d001,23149,Irland,Bernd,Marketing
d001,23152,Garnick,Ingemar,Marketing
d001,23173,Bain,Ashish,Marketing
d001,23176,Janetzko,Kwangyoen,Marketing
d001,23201,Katalagarianos,Oldrich,Marketing
d001,23286,Marsiglia,Temple,Marketing
d001,23288,Leaver,Sanjoy,Marketing
d001,23300,Schauser,Froduald,Marketing
d001,23309,Dengi,Roselyn,Marketing
d001,23311,Georg,Subbu,Marketing
d001,23325,Beetstra,Dzung,Marketing
d001,23336,Suri,Kauko,Marketing
d001,23390,Baalen,Isamu,Marketing
d001,23393,Snedden,Hein,Marketing
d001,23424,Hainaut,Uriel,Marketing
d001,23427,Azulay,Hiroyasu,Marketing
d001,23436,Hardjono,Jaihie,Marketing
d001,23438,Besancenot,Eran,Marketing
d001,23444,Sambasivam,Yinghua,Marketing
d001,23450,Falck,Arve,Marketing
d001,23451,Jumpertz,Baziley,Marketing
d001,23455,Sethi,Aemilian,Marketing
d001,23467,Steenbeek,Breannda,Marketing
d001,23489,Mawatari,Boguslaw,Marketing
d001,23494,Deyuan,Gino,Marketing
d001,23540,Kusakari,Kokou,Marketing
d001,23547,Munos,Kwun,Marketing
d001,23549,Woycyznski,Bodo,Marketing
d001,23556,Thambidurai,Nectarios,Marketing
d001,23610,Siochi,Shay,Marketing
d001,23611,Crelier,Duangkaew,Marketing
d001,23635,Bodoff,Chrisa,Marketing
d001,23658,Kaiserswerth,Volkmar,Marketing
d001,23676,Openshaw,Sham,Marketing
d001,23688,Demir,Dayanand,Marketing
d001,23717,Riefers,Munir,Marketing
d001,23725,Gaughan,Zita,Marketing
d001,23739,Katiyar,Christophe,Marketing
d001,23744,Solovay,Jingling,Marketing
d001,23752,Hegner,Kauko,Marketing
d001,23764,Cyne,Hsiangchu,Marketing
d001,23778,Matzov,Lunjin,Marketing
d001,23795,Peron,Mats,Marketing
d001,23814,Garnham,Jovan,Marketing
d001,23849,Segond,Berthier,Marketing
d001,23858,Chachaty,Aloke,Marketing
d001,23868,Reistad,Trygve,Marketing
d001,23888,Uchoa,Shuho,Marketing
d001,23895,Baby,Charlene,Marketing
d001,23897,Speckmann,Fan,Marketing
d001,23903,Merlo,Nobuyoshi,Marketing
d001,23906,Serre,Zhiguo,Marketing
d001,23907,Dahlbom,Isamu,Marketing
d001,23910,Tempesti,Shahab,Marketing
d001,23922,Tempesti,Lakshmi,Marketing
d001,23931,Thimonier,Tzu,Marketing
d001,23967,Gimbel,Mamdouh,Marketing
d001,23977,Boissier,Jouko,Marketing
d001,23991,Meszaros,Qiwen,Marketing
d001,23992,Lung,Adamantios,Marketing
d001,24026,Honglei,Karoline,Marketing
d001,24029,Maksimenko,Heekeun,Marketing
d001,24040,Meriste,Udi,Marketing
d001,24078,Einsfeld,Sachem,Marketing
d001,24085,Prenel,Sugwoo,Marketing
d001,24092,Giarratana,Hein,Marketing
d001,24113,Peral,Raimond,Marketing
d001,24114,Blokdijk,Yuguang,Marketing
d001,24119,Senzako,Kirk,Marketing
d001,24133,Ramalingam,Prodip,Marketing
d001,24150,Birta,Ramachenga,Marketing
d001,24154,Hashii,Khaled,Marketing
d001,24180,Marrevee,Jungsoon,Marketing
d001,24208,Yavatkar,Barna,Marketing
d001,24236,Hempstead,Sadok,Marketing
d001,24246,Azulay,Marek,Marketing
d001,24265,Mandell,Nakhoon,Marketing
d001,24271,Schurmann,Brigham,Marketing
d001,24282,Suessmith,Yannis,Marketing
d001,24340,Thombley,Ymte,Marketing
d001,24345,Falby,Shin,Marketing
d001,24362,Constantine,Collette,Marketing
d001,24373,Raney,Zhonghui,Marketing
d001,24375,DuBourdieux,Fei,Marketing
d001,24401,Syrzycki,Erzsebet,Marketing
d001,24405,Pluym,Shaowei,Marketing
d001,24432,Vakili,Jackson,Marketing
d001,24451,Walston,Danel,Marketing
d001,24454,Baaz,Boalin,Marketing
d001,24481,Muhling,Boguslaw,Marketing
d001,24502,Ratnakar,Takahiro,Marketing
d001,24519,Vasanthakumar,Berry,Marketing
d001,24520,Rosiles,Mohammed,Marketing
d001,24555,Zschoche,Satoru,Marketing
d001,24556,Boyle,Ziva,Marketing
d001,24572,Setlzner,Hirochika,Marketing
d001,24593,Suri,Kiam,Marketing
d001,24633,Pavlopoulou,Bowen,Marketing
d001,24653,Anandan,Shih,Marketing
d001,24654,Snedden,Valdiodio,Marketing
d001,24662,Wilharm,Djelloul,Marketing
d001,24665,Cannata,Shaowei,Marketing
d001,24673,Gopalakrishnan,Kasturi,Marketing
d001,24682,Ginesta,Nigel,Marketing
d001,24686,Jumpertz,Naftaly,Marketing
d001,24687,McDermid,Bezalel,Marketing
d001,24694,Matzov,Fusako,Marketing
d001,24702,Einsfeld,Yishay,Marketing
d001,24705,Jervis,Luisa,Marketing
d001,24706,Middleton,Kristin,Marketing
d001,24712,Speer,Zhiwei,Marketing
d001,24716,VanScheik,Candido,Marketing
d001,24729,Frezza,Nevio,Marketing
d001,24737,Ouhyoung,Saeko,Marketing
d001,24746,Tsukuda,Tianruo,Marketing
d001,24756,Tchuente,Zongyan,Marketing
d001,24758,Bellmore,Bader,Marketing
d001,24765,Rahier,Aram,Marketing
d001,24775,Spelt,Ziyad,Marketing
d001,24776,Fortenbacher,Elgin,Marketing
d001,24780,Godskesen,Yakichi,Marketing
d001,24791,Ranka,Freyja,Marketing
d001,24793,Brizzi,Kristen,Marketing
d001,24805,Yoshimura,Eric,Marketing
d001,24814,Molenkamp,Seshu,Marketing
d001,24825,Nergos,Mart,Marketing
d001,24897,Chiola,Yurij,Marketing
d001,24901,Bernardeschi,Herbert,Marketing
d001,24951,Kirkerud,Fayez,Marketing
d001,24957,Miara,Francoise,Marketing
d001,24965,Fraisse,Mayuri,Marketing
d001,24976,Vakili,Khun,Marketing
d001,25015,Bach,Jovan,Marketing
d001,25017,Gladwell,Chaosheng,Marketing
d001,25028,Morton,Rosalyn,Marketing
d001,25036,Kugler,Zito,Marketing
d001,25066,Fujisawa,Ortrun,Marketing
d001,25075,Clemencon,Lucian,Marketing
d001,25090,Dahlbom,Jacopo,Marketing
d001,25094,Varley,Sanjai,Marketing
d001,25101,Kamble,Zdislav,Marketing
d001,25104,Tagansky,Radhia,Marketing
d001,25175,Speckmann,Aimee,Marketing
d001,25184,Gente,Roselyn,Marketing
